brand,style,colour,description,image_url,name,price,stock,size
Dockers,mens-dress-shoes,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib700730.jpg?preset=results,Men's Gordon Medium/Wide Cap Toe Oxford,84.99,11,10
Florsheim,mens-dress-shoes,Cognac,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707445.jpg?preset=results,Men's Midtown Cap Toe Oxford,109.99,4,8
Florsheim,mens-dress-shoes,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib707444.jpg?preset=results,Men's Midtown Cap Toe Oxford,109.99,15,13
Perry Ellis,mens-dress-shoes,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib94555.jpg?preset=results,Men's Stewart Slip On Loafer,59.99,3,9
Dockers,mens-dress-shoes,Whiskey,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib707171.jpg?preset=results,Men's Endow 2.0 Medium/Wide Oxford,89.99,5,10
Florsheim,mens-dress-shoes,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib707446.jpg?preset=results,Men's Midtown Moc Toe Slip On,99.99,1,6
Dockers,mens-dress-shoes,Chestnut,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib709201.jpg?preset=results,Men's Bergen Cap Toe Oxford,99.99,4,8
Dockers,mens-dress-shoes,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707170.jpg?preset=results,Men's Endow 2.0 Oxford,89.99,7,9
Dockers,mens-dress-shoes,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib709200.jpg?preset=results,Men's Bergen Cap Toe Oxford,99.99,12,6
Deer Stags,mens-dress-shoes,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707468.jpg?preset=results,Men's Fund Penny Loafer,49.99,8,8
Cole Haan,mens-dress-shoes,Woodbury/Ivory,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib708894.jpg?preset=results,Men's Grand Tour Wing Tip Oxford,109.99,1,10
Deer Stags,mens-dress-shoes,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib701588.jpg?preset=results,Men's Seattle Medium/Wide Chukka Boot,39.98,5,13
Stacy Adams,mens-dress-shoes,Cognac,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708723.jpg?preset=results,Men's Donovan Dress Shoe,79.98,14,12
Deer Stags,mens-dress-shoes,Medium Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib703082.jpg?preset=results,Men's Seattle Medium/Wide Chukka Boot,39.98,13,9
Florsheim,mens-dress-shoes,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib708012.jpg?preset=results,Men's Positino Cap Toe Dress Shoe,75.98,9,7
Bostonian,mens-dress-shoes,Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib707503.jpg?preset=results,Men's Bolton Slip On Loafer,79.98,1,8
Bostonian,mens-dress-shoes,Dark Tan,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib707505.jpg?preset=results,Men's Birkett Cap Toe Dress Shoe,79.98,5,7
NUNN BUSH,mens-dress-shoes,Black,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708013.jpg?preset=results,Men's Marvin Oxford,79.98,15,6
NUNN BUSH,mens-dress-shoes,Tan,Modern,https://www.famousfootwear.ca//productimages/shoes_ib708773.jpg?preset=results,Men's Ridgetop Cap Toe Oxford Dress Shoe,79.98,15,8
Perry Ellis,mens-dress-shoes,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib94546.jpg?preset=results,Men's Jerry Plain Toe Oxford,45.98,11,13
NUNN BUSH,mens-dress-shoes,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708774.jpg?preset=results,Men's Middleton Medium/Wide Cap Toe Oxford,79.98,3,10
Dr. Scholl's,mens-dress-shoes,Cognac,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707632.jpg?preset=results,Men's Hue Plain Toe Oxford,55.98,10,8
Clarks,mens-dress-shoes,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib707502.jpg?preset=results,Men's Tilden Plain II Dress Shoe,79.98,2,12
NUNN BUSH,mens-dress-shoes,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib707443.jpg?preset=results,Men's Kirkwood Cap Toe,39.98,15,7
Nike,mens-sandals,University Red/Gold,Modern,https://www.famousfootwear.ca//productimages/shoes_ib709391.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,1,8
Nike,mens-sandals,Grey/Volt,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib710691.jpg?preset=results,Men's Air Max Camden Slide Sandal,64.99,8,11
Crocs,mens-sandals,Black/Graphite,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib704829.jpg?preset=results,Men's Modi Sport Thong Sandal,39.99,11,11
Skechers,mens-sandals,Chocolate Brown,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib703478.jpg?preset=results,Men's Supreme Bosnia Relaxed Fit Medium/Wide Thong Sandal,54.99,3,7
Nike,mens-sandals,Red/Black/White,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib709183.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,1,10
Nike,mens-sandals,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib706045.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,4,10
Nike,mens-sandals,Black/Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib709389.jpg?preset=results,Men's Air Max Camden Slide Sandal,64.99,7,8
Nike,mens-sandals,Black/Red,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib709390.jpg?preset=results,Men's Air Max Camden Slide Sandal,64.99,8,9
Nike,mens-sandals,Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib702200.jpg?preset=results,Men's Solarsoft 2 Slide Sandal,39.99,6,8
Dr. Scholl's,mens-sandals,Brown Leather,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib705010.jpg?preset=results,Men's Gordon Memory Foam Slide Sandal,54.99,4,12
adidas,mens-sandals,Black/White,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708793.jpg?preset=results,Men's Adissage Slide Sandal,39.99,3,9
Birkenstock,mens-sandals,Brown Birko-Flor,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib77325.jpg?preset=results,Men's Arizona Footbed Sandal,129.99,15,12
Timberland,mens-sandals,Brown/Tan,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib706295.jpg?preset=results,Men's Granite Trailray Sandal,69.99,7,7
Nike,mens-sandals,Black/White,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib704566.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,5,11
Nike,mens-sandals,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib704570.jpg?preset=results,Men's Kawa Slide Sandal,34.99,14,8
adidas,mens-sandals,Black/White,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib708794.jpg?preset=results,Men's Alphabounce Slide Sandal,49.99,14,8
Nike,mens-sandals,White/Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib704567.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,13,12
Crocs,mens-sandals,Brown/Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib703522.jpg?preset=results,Men's Swiftwater Sandal,59.99,7,12
Skechers,mens-sandals,Black,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib708086.jpg?preset=results,Men's Cobano Thong Sandal,59.99,12,11
Skechers,mens-sandals,Black,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib706600.jpg?preset=results,Men's Supreme Bosnia Relaxed Fit Medium/Wide Thong Sandal,54.99,1,8
adidas,mens-sandals,Black/White,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib700243.jpg?preset=results,Men's Adissage Slide Sandal,34.99,10,10
Under Armour,mens-sandals,Black/White,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib706390.jpg?preset=results,Men's Playmaker Fix Slide Sandal,34.99,5,8
Nike,mens-sandals,Khaki,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707604.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,6,7
Birkenstock,mens-sandals,Brown Birko-Flor,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib710181.jpg?preset=results,Men's Arizona Footbed Sandal,129.99,2,11
adidas,mens-sandals,Black/Black,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707636.jpg?preset=results,Men's Alphabounce Slide Sandal,49.99,3,7
Skechers,mens-sandals,Chocolate Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib706601.jpg?preset=results,Men's Emiro Relaxed Fit Memory Foam Thong Sandal,49.99,13,7
Nike,mens-sandals,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib707610.jpg?preset=results,Men's Kepa Kai Flip Flop Sandal,37.99,6,10
Nike,mens-sandals,Black/Challenge Red,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib703248.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,7,6
Dockers,mens-sandals,Brown/Redish Brown,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib706719.jpg?preset=results,Men's Newpage Briar Sandal,69.99,9,7
Timberland,mens-sandals,Brown,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707695.jpg?preset=results,Men's Original Thong Sandal,79.99,11,6
Crocs,mens-sandals,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib704831.jpg?preset=results,Men's Classic Clog,44.99,4,6
Nike,mens-sandals,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib707603.jpg?preset=results,Men's Ultra Comfort Slide Sandal,49.99,14,7
Crocs,mens-sandals,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib708073.jpg?preset=results,Men's LiteRide Clog Sandal,69.99,12,11
Birkenstock,mens-sandals,Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib710179.jpg?preset=results,Men's Arizona Footbed Sandal,129.99,2,12
Nike,mens-sandals,Black/Gold,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib706108.jpg?preset=results,Men's Benassi JDI Slide Sandal,29.99,4,8
adidas,mens-sandals,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib706016.jpg?preset=results,Men's Adilette Comfort Slide Sandal,44.99,8,11
adidas,mens-sandals,Black/White,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib707635.jpg?preset=results,Men's Adilette Shower Slide Sandal,37.99,7,9
adidas,mens-sandals,Black,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib706018.jpg?preset=results,Men's Adilette Comfort Mono Slide Sandal,44.99,9,9
Timberland,mens-sandals,Brown,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707696.jpg?preset=results,Men's Original Slide Sandal,84.99,1,7
Skechers,mens-sandals,Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib707874.jpg?preset=results,Men's Garver Louden Sandal,59.99,12,6
Birkenstock,mens-sandals,Mocha,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib77336.jpg?preset=results,Men's Arizona Footbed Sandal,129.99,12,6
adidas,mens-sandals,Black,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib709584.jpg?preset=results,Men's Adilette Comfort Adjust Slide Sandal,49.99,6,9
Birkenstock,mens-sandals,Black,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib710183.jpg?preset=results,Men's Essentials Arizona Footbed Sandal,59.99,6,9
Dr. Scholl's,mens-sandals,Dark Brown,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib702499.jpg?preset=results,Men's Donnar Thong Sandal,49.99,14,12
Crevo,mens-sandals,Beige,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib93941.jpg?preset=results,Men's Baja Memory Foam Slide Sandal,39.99,13,13
Columbia,mens-sandals,Brown,High-quality and light-weight,https://www.famousfootwear.ca//productimages/shoes_ib707891.jpg?preset=results,Men's Buxton River Sandal,69.99,15,10
Skechers,mens-sandals,Brown,High quality EVA sole for traction and exceptional durability,https://www.famousfootwear.ca//productimages/shoes_ib709032.jpg?preset=results,Men's Garver Live Oak Sandal,69.99,3,10
adidas,mens-sandals,Black/White,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707414.jpg?preset=results,Men's Adilette Comfort Slide Sandal,44.99,10,9
Vans,mens-sandals,Checker/Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707790.jpg?preset=results,Men's Slide On Sandal,39.99,10,12
Dr. Scholl's,mens-sandals,Brown,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib700520.jpg?preset=results,Men's Camden Fisherman Sandal,59.99,5,11
Dockers,mens-sandals,Brown,Modern,https://www.famousfootwear.ca//productimages/shoes_ib708333.jpg?preset=results,Men's Shorewood Sandal,64.99,4,8
Crocs,mens-sandals,Brown,Elastic stretch V for easy on-and-off use,https://www.famousfootwear.ca//productimages/shoes_ib708072.jpg?preset=results,Men's Swiftwater Sandal,59.99,6,6
Vans,mens-sandals,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib707791.jpg?preset=results,Men's Slide One Slide Sandal,34.99,9,8
Nike,mens-sandals,Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708175.jpg?preset=results,Men's Benassi JDI Slide Sandal,37.99,5,12
NUNN BUSH,mens-sandals,Tan,Water-resistant with a vibrant canvas print along the full length of the tops,https://www.famousfootwear.ca//productimages/shoes_ib706497.jpg?preset=results,Men's Rio Grande Closed Toe Fisherman Sandal,49.98,9,12
Under Armour,mens-sandals,Black/White,Modern,https://www.famousfootwear.ca//productimages/shoes_ib705948.jpg?preset=results,Men's Ignite V Slide Sandal,35.98,4,9
Under Armour,mens-sandals,Grey/Black,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib705947.jpg?preset=results,Men's Ignite V Slide Sandal,35.98,5,10
NUNN BUSH,mens-sandals,Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib706498.jpg?preset=results,Men's Rio Grande Open Toe Fisherman Sandal,39.98,10,9
Tommy Hilfiger,mens-sandals,Red,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib708323.jpg?preset=results,Men's Ranch Slide Sandal,35.98,6,9
Columbia,mens-sandals,Mud Brown,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib706239.jpg?preset=results,Men's Santiam 2 River Sandal,75.98,4,6
Nike,mens-sandals,Black/Black,Soft textile lining with lightweight construction for maximum comfort,https://www.famousfootwear.ca//productimages/shoes_ib707600.jpg?preset=results,Men's Kawa Adjust Slide Sandal,35.98,6,10
adidas,mens-sandals,Grey,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib707637.jpg?preset=results,Men's Adilette Comfort Mono Slide Sandal,39.98,7,10
Skechers,mens-sandals,Brown,Crafted from a premium fabric blend for enhanced moisture-wicking performance,https://www.famousfootwear.ca//productimages/shoes_ib707873.jpg?preset=results,Men's Selmo Closed Toe Fisherman Sandal,55.98,8,10
Under Armour,mens-sandals,Black/Green,High quality canvas construction,https://www.famousfootwear.ca//productimages/shoes_ib707634.jpg?preset=results,Men's Ignite V Slide Sandal,39.98,5,8
NUNN BUSH,mens-sandals,Tan,Full canvas double sided print with rounded toe construction,https://www.famousfootwear.ca//productimages/shoes_ib706499.jpg?preset=results,Men's Rio Grande 3 Strap Closed Toe Fisherman Sandal,59.98,8,6
